Date,Product Code,Sales Quantity,Sales Revenue,Category,Size,Color,Material,Promo 1,Promo 2,Lead Time (days)
2021-07-02,1001,38,266,T-Shirts,XXL,Blue,Cotton,No,No,5
2021-07-02,1002,46,874,Top,S,Red,Polyester,No,No,13
2021-07-02,2001,8,72,Pants,XXL,White,Cotton,Yes,No,12
2021-07-03,1001,15,120,T-Shirts,S,Black,Cotton,No,Yes,14
2021-07-03,1002,37,370,Top,L,Black,Polyester,No,Yes,8
2021-07-03,2001,41,492,Pants,L,Red,Cotton,Yes,Yes,11
2021-07-04,1001,15,90,T-Shirts,XL,Yellow,Cotton,Yes,Yes,13
2021-07-04,1002,37,629,Top,XL,Black,Polyester,No,No,10
2021-07-04,2001,15,165,Pants,S,White,Cotton,Yes,Yes,9
2021-07-05,1001,29,261,T-Shirts,L,Black,Cotton,No,Yes,13
2021-07-05,1002,36,216,Top,XL,Yellow,Polyester,Yes,No,13
2021-07-05,2001,9,117,Pants,XL,Black,Cotton,Yes,Yes,7
2021-07-06,1001,37,407,T-Shirts,XXL,White,Cotton,Yes,Yes,7
2021-07-06,1002,4,32,Top,XXL,Black,Polyester,No,Yes,13
2021-07-06,2001,44,572,Pants,XXL,White,Cotton,No,No,10
2021-07-07,1001,38,494,T-Shirts,M,Red,Cotton,Yes,No,13
2021-07-07,1002,23,115,Top,XL,Blue,Polyester,No,No,6
2021-07-07,2001,28,224,Pants,S,White,Cotton,No,Yes,9
2021-07-08,1001,31,248,T-Shirts,S,White,Cotton,Yes,No,7
2021-07-08,1002,37,703,Top,L,Black,Polyester,Yes,No,5
2021-07-08,2001,15,150,Pants,XL,Yellow,Cotton,No,Yes,9
2021-07-09,1001,17,136,T-Shirts,XL,Black,Cotton,Yes,Yes,14
2021-07-09,1002,9,153,Top,L,Red,Polyester,Yes,Yes,5
2021-07-09,2001,23,391,Pants,XL,Green,Cotton,Yes,No,9
2021-07-10,1001,44,836,T-Shirts,L,Yellow,Cotton,Yes,Yes,14
2021-07-10,1002,49,392,Top,S,Green,Polyester,No,Yes,9
2021-07-10,2001,45,495,Pants,M,Red,Cotton,No,Yes,10
2021-07-11,1001,13,221,T-Shirts,XL,Green,Cotton,Yes,Yes,14
2021-07-11,1002,3,45,Top,L,Green,Polyester,Yes,No,8
2021-07-11,2001,16,128,Pants,S,Black,Cotton,Yes,Yes,14
2021-07-12,1001,2,22,T-Shirts,XXL,White,Cotton,Yes,No,14
2021-07-12,1002,37,444,Top,XL,Green,Polyester,No,No,6
2021-07-12,2001,8,104,Pants,L,Yellow,Cotton,Yes,Yes,11
2021-07-13,1001,43,516,T-Shirts,L,Red,Cotton,No,No,11
2021-07-13,1002,3,42,Top,L,Yellow,Polyester,No,Yes,14
2021-07-13,2001,50,1000,Pants,XL,White,Cotton,No,Yes,14
2021-07-14,1001,4,40,T-Shirts,M,Blue,Cotton,No,No,11
2021-07-14,1002,37,407,Top,L,Black,Polyester,No,Yes,12
2021-07-14,2001,6,72,Pants,XL,Black,Cotton,No,No,6
2021-07-15,1001,8,112,T-Shirts,XXL,White,Cotton,No,No,8
2021-07-15,1002,8,64,Top,S,Green,Polyester,Yes,No,9
2021-07-15,2001,1,12,Pants,L,Yellow,Cotton,Yes,No,11
2021-07-16,1001,15,270,T-Shirts,XXL,Blue,Cotton,No,Yes,9
2021-07-16,1002,20,280,Top,L,Red,Polyester,Yes,Yes,12
2021-07-16,2001,5,95,Pants,M,Yellow,Cotton,Yes,No,5
2021-07-17,1001,31,558,T-Shirts,XL,Black,Cotton,Yes,No,12
2021-07-17,1002,10,190,Top,XL,Blue,Polyester,No,Yes,9
2021-07-17,2001,35,350,Pants,XL,Blue,Cotton,No,Yes,12
2021-07-18,1001,30,240,T-Shirts,XXL,Blue,Cotton,Yes,No,7
2021-07-18,1002,39,351,Top,S,Blue,Polyester,Yes,Yes,7
2021-07-18,2001,26,286,Pants,L,Yellow,Cotton,No,No,10
2021-07-19,1001,33,165,T-Shirts,L,Blue,Cotton,No,No,12
2021-07-19,1002,35,420,Top,M,Red,Polyester,Yes,No,13
2021-07-19,2001,20,180,Pants,M,White,Cotton,No,No,8
2021-07-20,1001,45,675,T-Shirts,XXL,Red,Cotton,Yes,No,7
2021-07-20,1002,19,171,Top,S,Blue,Polyester,No,No,12
2021-07-20,2001,46,828,Pants,L,Green,Cotton,Yes,No,13
2021-07-21,1001,32,512,T-Shirts,XL,Green,Cotton,No,No,5
2021-07-21,1002,32,320,Top,S,Green,Polyester,Yes,No,8
2021-07-21,2001,3,60,Pants,M,Red,Cotton,No,No,9
2021-07-22,1001,23,322,T-Shirts,L,Green,Cotton,No,No,7
2021-07-22,1002,37,666,Top,XXL,Black,Polyester,Yes,No,9
2021-07-22,2001,21,168,Pants,M,White,Cotton,Yes,Yes,10
2021-07-23,1001,47,517,T-Shirts,S,Black,Cotton,Yes,No,5
2021-07-23,1002,47,517,Top,XL,Black,Polyester,Yes,Yes,10
2021-07-23,2001,22,374,Pants,S,Red,Cotton,No,No,9
2021-07-24,1001,44,396,T-Shirts,L,White,Cotton,No,Yes,7
2021-07-24,1002,26,130,Top,M,White,Polyester,Yes,No,13
2021-07-24,2001,5,45,Pants,M,Black,Cotton,Yes,No,5
2021-07-25,1001,1,13,T-Shirts,S,Red,Cotton,Yes,No,6
2021-07-25,1002,43,731,Top,L,Black,Polyester,Yes,Yes,5
2021-07-25,2001,40,400,Pants,L,Black,Cotton,Yes,No,11
2021-07-26,1001,5,70,T-Shirts,XL,Black,Cotton,Yes,Yes,6
2021-07-26,1002,22,330,Top,S,Green,Polyester,Yes,Yes,10
2021-07-26,2001,2,14,Pants,M,Red,Cotton,Yes,Yes,9
2021-07-27,1001,21,105,T-Shirts,L,Green,Cotton,Yes,Yes,11
2021-07-27,1002,27,162,Top,M,Blue,Polyester,Yes,Yes,10
2021-07-27,2001,16,128,Pants,M,Yellow,Cotton,No,No,6
2021-07-28,1001,19,342,T-Shirts,L,Blue,Cotton,No,Yes,13
2021-07-28,1002,45,630,Top,XXL,White,Polyester,No,Yes,12
2021-07-28,2001,32,640,Pants,L,White,Cotton,No,No,7
2021-07-29,1001,12,60,T-Shirts,XL,Green,Cotton,Yes,No,14
2021-07-29,1002,23,368,Top,L,Blue,Polyester,Yes,Yes,12
2021-07-29,2001,8,40,Pants,L,White,Cotton,Yes,Yes,6
2021-07-30,1001,24,240,T-Shirts,XXL,Blue,Cotton,No,Yes,12
2021-07-30,1002,46,506,Top,S,Blue,Polyester,Yes,Yes,7
2021-07-30,2001,40,520,Pants,XXL,Green,Cotton,Yes,No,9
2021-07-31,1001,36,504,T-Shirts,XXL,Blue,Cotton,No,No,12
2021-07-31,1002,44,836,Top,L,Blue,Polyester,No,No,12
2021-07-31,2001,13,65,Pants,L,Blue,Cotton,Yes,No,9
2021-08-01,1001,18,144,T-Shirts,XXL,Green,Cotton,No,Yes,14
2021-08-01,1002,5,70,Top,M,Blue,Polyester,No,Yes,6
2021-08-01,2001,3,39,Pants,L,White,Cotton,Yes,Yes,5
2021-08-02,1001,9,90,T-Shirts,L,White,Cotton,No,Yes,9
2021-08-02,1002,1,9,Top,S,Yellow,Polyester,No,Yes,10
2021-08-02,2001,4,32,Pants,XXL,Red,Cotton,No,Yes,14
2021-08-03,1001,28,364,T-Shirts,L,White,Cotton,No,No,13
2021-08-03,1002,19,266,Top,XL,Green,Polyester,No,Yes,7
2021-08-03,2001,3,39,Pants,S,Red,Cotton,No,Yes,14
2021-08-04,1001,16,224,T-Shirts,XL,Green,Cotton,Yes,No,12
2021-08-04,1002,34,306,Top,XXL,Blue,Polyester,No,No,7
2021-08-04,2001,49,490,Pants,XL,Black,Cotton,Yes,Yes,6
2021-08-05,1001,3,30,T-Shirts,M,Blue,Cotton,Yes,Yes,14
2021-08-05,1002,18,288,Top,XXL,Red,Polyester,No,Yes,7
2021-08-05,2001,31,248,Pants,XXL,Red,Cotton,No,Yes,13
2021-08-06,1001,50,700,T-Shirts,XL,Blue,Cotton,No,No,12
2021-08-06,1002,24,312,Top,M,Red,Polyester,No,No,8
2021-08-06,2001,20,400,Pants,S,Blue,Cotton,Yes,Yes,7
2021-08-07,1001,27,378,T-Shirts,XL,Red,Cotton,No,No,7
2021-08-07,1002,21,147,Top,L,Green,Polyester,Yes,No,12
2021-08-07,2001,49,539,Pants,M,Blue,Cotton,Yes,Yes,6
2021-08-08,1001,29,290,T-Shirts,M,White,Cotton,Yes,Yes,7
2021-08-08,1002,39,429,Top,S,Green,Polyester,Yes,Yes,5
2021-08-08,2001,13,234,Pants,XL,Yellow,Cotton,No,Yes,10
2021-08-09,1001,46,690,T-Shirts,S,Yellow,Cotton,Yes,No,14
2021-08-09,1002,39,741,Top,XXL,White,Polyester,Yes,Yes,11
2021-08-09,2001,38,684,Pants,M,Black,Cotton,No,Yes,7
2021-08-10,1001,20,300,T-Shirts,XXL,Red,Cotton,Yes,No,5
2021-08-10,1002,15,210,Top,M,Green,Polyester,Yes,No,12
2021-08-10,2001,39,546,Pants,S,White,Cotton,Yes,No,10
2021-08-11,1001,50,300,T-Shirts,XL,Blue,Cotton,No,Yes,11
2021-08-11,1002,20,340,Top,L,Black,Polyester,No,No,10
2021-08-11,2001,23,138,Pants,S,Blue,Cotton,Yes,Yes,11
2021-08-12,1001,37,333,T-Shirts,XL,Black,Cotton,No,No,12
2021-08-12,1002,13,247,Top,L,Green,Polyester,Yes,Yes,5
2021-08-12,2001,42,420,Pants,XL,Black,Cotton,No,No,12
2021-08-13,1001,28,140,T-Shirts,L,Green,Cotton,Yes,Yes,5
2021-08-13,1002,29,145,Top,L,Yellow,Polyester,No,Yes,5
2021-08-13,2001,28,336,Pants,M,Blue,Cotton,No,Yes,14
2021-08-14,1001,18,198,T-Shirts,XXL,Blue,Cotton,Yes,Yes,5
2021-08-14,1002,44,308,Top,S,Yellow,Polyester,No,Yes,9
2021-08-14,2001,27,513,Pants,XXL,Red,Cotton,Yes,No,12
2021-08-15,1001,28,532,T-Shirts,M,Green,Cotton,Yes,Yes,11
2021-08-15,1002,30,330,Top,S,White,Polyester,Yes,No,11
2021-08-15,2001,44,440,Pants,S,White,Cotton,Yes,No,5
2021-08-16,1001,37,296,T-Shirts,S,Red,Cotton,No,Yes,8
2021-08-16,1002,22,198,Top,XXL,Black,Polyester,No,Yes,6
2021-08-16,2001,42,336,Pants,XXL,Green,Cotton,Yes,Yes,11
2021-08-17,1001,36,576,T-Shirts,XL,Red,Cotton,No,Yes,11
2021-08-17,1002,8,136,Top,S,Green,Polyester,No,Yes,13
2021-08-17,2001,31,248,Pants,M,Blue,Cotton,No,Yes,7
2021-08-18,1001,22,330,T-Shirts,XXL,Green,Cotton,No,Yes,13
2021-08-18,1002,8,152,Top,S,Yellow,Polyester,No,Yes,12
2021-08-18,2001,28,504,Pants,XL,Green,Cotton,Yes,Yes,12
2021-08-19,1001,14,280,T-Shirts,S,Yellow,Cotton,Yes,Yes,12
2021-08-19,1002,5,45,Top,XL,Black,Polyester,Yes,No,12
2021-08-19,2001,32,320,Pants,XXL,White,Cotton,Yes,Yes,11
2021-08-20,1001,42,420,T-Shirts,S,Green,Cotton,No,Yes,6
2021-08-20,1002,6,36,Top,XL,Green,Polyester,Yes,Yes,6
2021-08-20,2001,5,85,Pants,XXL,Black,Cotton,Yes,Yes,10
2021-08-21,1001,39,351,T-Shirts,XXL,Yellow,Cotton,No,Yes,12
2021-08-21,1002,49,686,Top,XXL,Red,Polyester,No,No,12
2021-08-21,2001,31,248,Pants,L,Red,Cotton,Yes,No,6
2021-08-22,1001,1,15,T-Shirts,XL,Yellow,Cotton,No,Yes,8
2021-08-22,1002,40,200,Top,M,Red,Polyester,No,No,5
2021-08-22,2001,23,138,Pants,XXL,Yellow,Cotton,No,No,12
2021-08-23,1001,6,96,T-Shirts,S,Black,Cotton,No,Yes,11
2021-08-23,1002,38,304,Top,XL,Yellow,Polyester,Yes,Yes,9
2021-08-23,2001,3,24,Pants,M,White,Cotton,No,Yes,5
2021-08-24,1001,15,180,T-Shirts,L,Black,Cotton,Yes,No,5
2021-08-24,1002,27,351,Top,M,White,Polyester,Yes,No,11
2021-08-24,2001,7,140,Pants,XL,Black,Cotton,No,Yes,8
2021-08-25,1001,14,70,T-Shirts,S,Blue,Cotton,Yes,No,9
2021-08-25,1002,48,576,Top,S,Green,Polyester,Yes,Yes,8
2021-08-25,2001,20,360,Pants,M,Green,Cotton,Yes,Yes,8
2021-08-26,1001,29,174,T-Shirts,M,Yellow,Cotton,Yes,Yes,13
2021-08-26,1002,49,833,Top,XXL,Black,Polyester,No,No,11
2021-08-26,2001,21,168,Pants,M,Blue,Cotton,No,Yes,13
2021-08-27,1001,44,264,T-Shirts,XXL,Black,Cotton,Yes,Yes,11
2021-08-27,1002,36,576,Top,M,White,Polyester,Yes,No,5
2021-08-27,2001,47,376,Pants,L,Black,Cotton,Yes,No,8
2021-08-28,1001,23,391,T-Shirts,S,Green,Cotton,No,No,9
2021-08-28,1002,14,140,Top,XXL,White,Polyester,Yes,Yes,12
2021-08-28,2001,45,225,Pants,XXL,Green,Cotton,No,Yes,9
2021-08-29,1001,46,506,T-Shirts,XXL,Yellow,Cotton,No,Yes,10
2021-08-29,1002,20,260,Top,XXL,White,Polyester,Yes,Yes,6
2021-08-29,2001,2,24,Pants,XL,Blue,Cotton,No,Yes,12
2021-08-30,1001,28,196,T-Shirts,L,White,Cotton,No,Yes,8
2021-08-30,1002,31,620,Top,XL,Green,Polyester,No,No,5
2021-08-30,2001,35,175,Pants,S,Black,Cotton,No,Yes,5
2021-08-31,1001,14,154,T-Shirts,XXL,Green,Cotton,Yes,Yes,9
2021-08-31,1002,32,448,Top,XXL,Green,Polyester,Yes,Yes,14
2021-08-31,2001,11,88,Pants,XL,Green,Cotton,Yes,No,9
2021-09-01,1001,15,90,T-Shirts,L,Green,Cotton,No,No,12
2021-09-01,1002,24,120,Top,M,Yellow,Polyester,Yes,Yes,14
2021-09-01,2001,31,310,Pants,S,Red,Cotton,No,No,5
2021-09-02,1001,4,56,T-Shirts,L,White,Cotton,No,No,13
2021-09-02,1002,12,84,Top,S,Green,Polyester,Yes,No,11
2021-09-02,2001,8,40,Pants,XXL,Green,Cotton,No,Yes,9
2021-09-03,1001,23,322,T-Shirts,XL,Green,Cotton,Yes,Yes,11
2021-09-03,1002,25,450,Top,XXL,Blue,Polyester,Yes,No,12
2021-09-03,2001,25,275,Pants,M,Red,Cotton,Yes,Yes,6
2021-09-04,1001,34,442,T-Shirts,S,Green,Cotton,No,No,9
2021-09-04,1002,45,540,Top,XL,White,Polyester,Yes,No,14
2021-09-04,2001,37,666,Pants,XL,Black,Cotton,No,Yes,9
2021-09-05,1001,12,240,T-Shirts,XXL,Green,Cotton,No,Yes,9
2021-09-05,1002,19,380,Top,XXL,Blue,Polyester,Yes,No,11
2021-09-05,2001,48,960,Pants,S,Red,Cotton,No,No,13
2021-09-06,1001,1,14,T-Shirts,XXL,Green,Cotton,Yes,No,5
2021-09-06,1002,21,273,Top,M,Yellow,Polyester,No,Yes,5
2021-09-06,2001,39,195,Pants,S,Green,Cotton,No,No,11
2021-09-07,1001,30,270,T-Shirts,M,White,Cotton,No,Yes,7
2021-09-07,1002,26,130,Top,XL,Blue,Polyester,No,Yes,9
2021-09-07,2001,21,189,Pants,XL,Blue,Cotton,No,Yes,9
2021-09-08,1001,48,816,T-Shirts,XL,Yellow,Cotton,Yes,Yes,11
2021-09-08,1002,22,110,Top,S,Yellow,Polyester,Yes,Yes,13
2021-09-08,2001,17,170,Pants,S,Blue,Cotton,Yes,Yes,10
2021-09-09,1001,13,195,T-Shirts,L,Green,Cotton,No,Yes,6
2021-09-09,1002,20,180,Top,M,Black,Polyester,Yes,No,14
2021-09-09,2001,35,700,Pants,XXL,Blue,Cotton,Yes,Yes,11
2021-09-10,1001,36,252,T-Shirts,L,Blue,Cotton,Yes,No,5
2021-09-10,1002,20,300,Top,L,White,Polyester,No,No,7
2021-09-10,2001,14,154,Pants,XXL,Black,Cotton,No,Yes,7
2021-09-11,1001,45,315,T-Shirts,S,Black,Cotton,Yes,Yes,6
2021-09-11,1002,44,220,Top,M,White,Polyester,Yes,No,10
2021-09-11,2001,40,360,Pants,XL,Yellow,Cotton,No,Yes,5
2021-09-12,1001,32,416,T-Shirts,XL,Black,Cotton,Yes,Yes,11
2021-09-12,1002,11,154,Top,M,Yellow,Polyester,No,No,6
2021-09-12,2001,9,126,Pants,L,Red,Cotton,No,Yes,9
2021-09-13,1001,35,490,T-Shirts,XXL,White,Cotton,No,No,12
2021-09-13,1002,2,30,Top,XL,White,Polyester,Yes,No,12
2021-09-13,2001,43,516,Pants,L,Yellow,Cotton,No,Yes,10
2021-09-14,1001,45,630,T-Shirts,M,Black,Cotton,Yes,Yes,10
2021-09-14,1002,35,245,Top,XXL,White,Polyester,Yes,Yes,5
2021-09-14,2001,27,189,Pants,XXL,Blue,Cotton,Yes,No,14
2021-09-15,1001,20,280,T-Shirts,XXL,Red,Cotton,No,No,13
2021-09-15,1002,38,190,Top,XXL,Green,Polyester,No,No,5
2021-09-15,2001,7,112,Pants,M,Green,Cotton,No,No,7
2021-09-16,1001,24,120,T-Shirts,XL,Red,Cotton,No,No,12
2021-09-16,1002,14,238,Top,XXL,White,Polyester,No,No,8
2021-09-16,2001,47,940,Pants,M,Black,Cotton,Yes,Yes,13
2021-09-17,1001,8,152,T-Shirts,M,White,Cotton,Yes,Yes,12
2021-09-17,1002,1,13,Top,M,Yellow,Polyester,No,No,12
2021-09-17,2001,38,760,Pants,L,Black,Cotton,Yes,Yes,10
2021-09-18,1001,10,180,T-Shirts,XL,Green,Cotton,Yes,Yes,9
2021-09-18,1002,49,980,Top,M,White,Polyester,Yes,No,13
2021-09-18,2001,30,480,Pants,L,Black,Cotton,No,No,11
2021-09-19,1001,29,464,T-Shirts,XXL,Black,Cotton,No,Yes,7
2021-09-19,1002,31,620,Top,XL,White,Polyester,Yes,No,11
2021-09-19,2001,33,231,Pants,M,Black,Cotton,No,Yes,12
2021-09-20,1001,34,476,T-Shirts,XXL,White,Cotton,Yes,Yes,13
2021-09-20,1002,29,319,Top,S,Black,Polyester,Yes,Yes,7
2021-09-20,2001,38,722,Pants,L,Red,Cotton,Yes,Yes,6
2021-09-21,1001,39,780,T-Shirts,XL,Red,Cotton,Yes,Yes,6
2021-09-21,1002,14,154,Top,XL,Green,Polyester,Yes,Yes,5
2021-09-21,2001,39,546,Pants,M,Red,Cotton,No,Yes,9
2021-09-22,1001,37,185,T-Shirts,S,Yellow,Cotton,No,No,11
2021-09-22,1002,45,630,Top,S,Blue,Polyester,No,Yes,10
2021-09-22,2001,6,54,Pants,XXL,Blue,Cotton,No,No,7
2021-09-23,1001,13,221,T-Shirts,M,White,Cotton,Yes,Yes,13
2021-09-23,1002,34,272,Top,XL,Green,Polyester,No,No,12
2021-09-23,2001,24,480,Pants,M,White,Cotton,Yes,Yes,11
2021-09-24,1001,49,637,T-Shirts,XL,Yellow,Cotton,No,No,5
2021-09-24,1002,10,70,Top,S,Black,Polyester,No,Yes,13
2021-09-24,2001,31,341,Pants,M,Green,Cotton,No,Yes,5
2021-09-25,1001,11,165,T-Shirts,XXL,Black,Cotton,Yes,Yes,5
2021-09-25,1002,18,144,Top,S,White,Polyester,Yes,Yes,9
2021-09-25,2001,8,112,Pants,S,White,Cotton,Yes,No,11
2021-09-26,1001,37,481,T-Shirts,L,Blue,Cotton,Yes,Yes,10
2021-09-26,1002,15,75,Top,L,Green,Polyester,Yes,Yes,8
2021-09-26,2001,18,342,Pants,XXL,White,Cotton,No,No,6
2021-09-27,1001,21,357,T-Shirts,M,Blue,Cotton,No,No,14
2021-09-27,1002,22,352,Top,M,White,Polyester,No,No,11
2021-09-27,2001,50,900,Pants,L,Green,Cotton,Yes,No,13
2021-09-28,1001,2,16,T-Shirts,L,White,Cotton,Yes,Yes,7
2021-09-28,1002,27,540,Top,XL,Blue,Polyester,Yes,No,5
2021-09-28,2001,36,288,Pants,S,Red,Cotton,Yes,No,9
2021-09-29,1001,48,336,T-Shirts,XXL,Black,Cotton,No,No,7
2021-09-29,1002,14,98,Top,L,Blue,Polyester,Yes,Yes,5
2021-09-29,2001,1,20,Pants,S,Red,Cotton,Yes,Yes,7
2021-09-30,1001,11,99,T-Shirts,M,Green,Cotton,No,No,13
2021-09-30,1002,33,528,Top,XXL,White,Polyester,Yes,No,5
2021-09-30,2001,8,80,Pants,L,White,Cotton,No,Yes,5
2021-10-01,1001,47,705,T-Shirts,XL,Yellow,Cotton,No,No,13
2021-10-01,1002,20,260,Top,XXL,Black,Polyester,Yes,No,10
2021-10-01,2001,48,816,Pants,L,White,Cotton,Yes,Yes,12
2021-10-02,1001,48,624,T-Shirts,XXL,Red,Cotton,Yes,Yes,5
2021-10-02,1002,5,40,Top,XXL,Red,Polyester,No,No,7
2021-10-02,2001,7,98,Pants,XXL,Blue,Cotton,No,No,11
2021-10-03,1001,17,136,T-Shirts,XL,Yellow,Cotton,No,No,7
2021-10-03,1002,1,6,Top,XL,Green,Polyester,Yes,Yes,14
2021-10-03,2001,46,782,Pants,XXL,Blue,Cotton,Yes,Yes,13
2021-10-04,1001,13,182,T-Shirts,L,Blue,Cotton,Yes,Yes,13
2021-10-04,1002,43,430,Top,M,Black,Polyester,No,No,8
2021-10-04,2001,1,13,Pants,S,Yellow,Cotton,No,No,14
2021-10-05,1001,19,342,T-Shirts,S,Red,Cotton,No,Yes,14
2021-10-05,1002,5,65,Top,L,Black,Polyester,Yes,Yes,8
2021-10-05,2001,31,248,Pants,XL,Blue,Cotton,Yes,Yes,6
2021-10-06,1001,46,322,T-Shirts,XL,Yellow,Cotton,Yes,No,6
2021-10-06,1002,3,45,Top,S,White,Polyester,Yes,Yes,14
2021-10-06,2001,19,171,Pants,S,Red,Cotton,No,No,10
2021-10-07,1001,21,273,T-Shirts,XL,Red,Cotton,No,No,5
2021-10-07,1002,47,799,Top,XL,Blue,Polyester,Yes,No,5
2021-10-07,2001,42,420,Pants,XL,Yellow,Cotton,Yes,Yes,5
2021-10-08,1001,35,280,T-Shirts,XL,Yellow,Cotton,No,No,10
2021-10-08,1002,2,36,Top,XL,Green,Polyester,Yes,Yes,5
2021-10-08,2001,2,28,Pants,L,Blue,Cotton,Yes,No,5
2021-10-09,1001,16,320,T-Shirts,M,Green,Cotton,Yes,Yes,5
2021-10-09,1002,29,522,Top,S,Red,Polyester,Yes,No,10
2021-10-09,2001,24,408,Pants,M,Blue,Cotton,No,No,13
2021-10-10,1001,28,364,T-Shirts,L,Black,Cotton,No,No,12
2021-10-10,1002,35,210,Top,M,Green,Polyester,Yes,No,7
2021-10-10,2001,35,210,Pants,M,Red,Cotton,No,Yes,6
2021-10-11,1001,35,315,T-Shirts,XL,Red,Cotton,Yes,Yes,6
2021-10-11,1002,2,28,Top,XL,White,Polyester,Yes,No,9
2021-10-11,2001,27,162,Pants,L,Yellow,Cotton,Yes,No,5
2021-10-12,1001,9,126,T-Shirts,S,Blue,Cotton,No,No,5
2021-10-12,1002,41,328,Top,S,White,Polyester,Yes,Yes,12
2021-10-12,2001,38,646,Pants,XL,Green,Cotton,Yes,Yes,5
2021-10-13,1001,48,288,T-Shirts,M,Green,Cotton,Yes,No,7
2021-10-13,1002,31,465,Top,S,Red,Polyester,No,Yes,7
2021-10-13,2001,46,782,Pants,S,Black,Cotton,No,No,12
2021-10-14,1001,27,405,T-Shirts,XL,Red,Cotton,Yes,Yes,10
2021-10-14,1002,11,121,Top,L,White,Polyester,No,Yes,5
2021-10-14,2001,43,344,Pants,M,White,Cotton,Yes,No,13
2021-10-15,1001,11,220,T-Shirts,XL,Black,Cotton,No,No,13
2021-10-15,1002,46,920,Top,M,Black,Polyester,Yes,Yes,13
2021-10-15,2001,31,496,Pants,L,White,Cotton,No,No,5
2021-10-16,1001,50,1000,T-Shirts,M,Blue,Cotton,No,Yes,10
2021-10-16,1002,2,38,Top,XXL,Green,Polyester,No,No,9
2021-10-16,2001,45,810,Pants,L,Black,Cotton,No,No,5
2021-10-17,1001,47,423,T-Shirts,XXL,Green,Cotton,Yes,No,6
2021-10-17,1002,5,100,Top,XXL,Yellow,Polyester,Yes,Yes,13
2021-10-17,2001,50,450,Pants,S,Yellow,Cotton,No,Yes,11
2021-10-18,1001,36,720,T-Shirts,XXL,Red,Cotton,Yes,Yes,5
2021-10-18,1002,1,14,Top,L,Blue,Polyester,Yes,No,13
2021-10-18,2001,18,360,Pants,M,Red,Cotton,Yes,No,5
2021-10-19,1001,29,348,T-Shirts,XXL,Green,Cotton,No,No,10
2021-10-19,1002,28,140,Top,L,Green,Polyester,No,No,9
2021-10-19,2001,39,429,Pants,XXL,Green,Cotton,No,No,8
2021-10-20,1001,41,369,T-Shirts,S,Green,Cotton,Yes,Yes,7
2021-10-20,1002,29,174,Top,L,Blue,Polyester,No,Yes,7
2021-10-20,2001,19,285,Pants,M,White,Cotton,Yes,Yes,11
2021-10-21,1001,18,252,T-Shirts,M,Blue,Cotton,No,Yes,11
2021-10-21,1002,48,576,Top,XL,White,Polyester,No,Yes,7
2021-10-21,2001,38,608,Pants,L,White,Cotton,Yes,No,7
2021-10-22,1001,9,126,T-Shirts,XXL,Red,Cotton,No,No,6
2021-10-22,1002,1,9,Top,XL,Green,Polyester,Yes,No,14
2021-10-22,2001,50,300,Pants,S,Black,Cotton,Yes,No,14
2021-10-23,1001,36,576,T-Shirts,L,White,Cotton,No,No,5
2021-10-23,1002,16,320,Top,L,Red,Polyester,No,Yes,12
2021-10-23,2001,41,656,Pants,S,Green,Cotton,Yes,No,13
2021-10-24,1001,14,210,T-Shirts,XL,Black,Cotton,Yes,Yes,7
2021-10-24,1002,32,160,Top,L,Blue,Polyester,Yes,No,5
2021-10-24,2001,19,304,Pants,XXL,Yellow,Cotton,Yes,No,8
2021-10-25,1001,17,221,T-Shirts,S,Red,Cotton,No,No,6
2021-10-25,1002,9,54,Top,S,White,Polyester,Yes,Yes,10
2021-10-25,2001,6,78,Pants,M,Black,Cotton,No,Yes,14
2021-10-26,1001,38,380,T-Shirts,L,Black,Cotton,No,Yes,6
2021-10-26,1002,17,187,Top,XXL,Blue,Polyester,No,Yes,8
2021-10-26,2001,37,703,Pants,S,White,Cotton,Yes,No,12
2021-10-27,1001,42,210,T-Shirts,S,Yellow,Cotton,Yes,No,10
2021-10-27,1002,49,931,Top,M,Red,Polyester,Yes,Yes,13
2021-10-27,2001,38,228,Pants,XL,Green,Cotton,No,No,6
2021-10-28,1001,47,705,T-Shirts,XL,Green,Cotton,No,No,11
2021-10-28,1002,20,380,Top,M,Blue,Polyester,Yes,No,6
2021-10-28,2001,16,240,Pants,XL,Red,Cotton,No,No,13
2021-10-29,1001,31,341,T-Shirts,S,Red,Cotton,Yes,No,9
2021-10-29,1002,37,703,Top,XL,Red,Polyester,No,Yes,6
2021-10-29,2001,44,572,Pants,S,Blue,Cotton,Yes,Yes,5
2021-10-30,1001,26,156,T-Shirts,XL,White,Cotton,Yes,Yes,13
2021-10-30,1002,1,20,Top,L,Blue,Polyester,Yes,No,13
2021-10-30,2001,34,476,Pants,XXL,Red,Cotton,Yes,Yes,9
2021-10-31,1001,13,208,T-Shirts,L,Blue,Cotton,Yes,No,7
2021-10-31,1002,34,680,Top,S,Green,Polyester,Yes,Yes,6
2021-10-31,2001,30,300,Pants,XL,Red,Cotton,Yes,Yes,7
2021-11-01,1001,35,385,T-Shirts,XXL,White,Cotton,Yes,Yes,12
2021-11-01,1002,29,290,Top,XL,Black,Polyester,No,No,10
2021-11-01,2001,17,340,Pants,XL,Red,Cotton,No,Yes,12
2021-11-02,1001,26,520,T-Shirts,XL,Green,Cotton,Yes,Yes,10
