Date,Product Code,Sales Quantity,Sales Revenue,Category,Size,Color,Material,Promo 1,Promo 2,Lead Time (days)
2020-06-01,4001,46,276,Sweater,XXS,Green,Wool,No,No,8
2020-06-01,4002,38,228,Cardigan,M,White,Cashmere,No,Yes,7
2020-06-01,5001,9,117,Blouse,S,White,Silk,Yes,Yes,9
2020-06-01,5002,43,516,Jacket,XXS,Red,Leather,Yes,No,13
2020-06-01,6001,22,374,Shorts,XXS,Red,Denim,No,Yes,7
2020-06-01,6002,21,252,Leggings,S,White,Spandex,No,Yes,11
2020-06-01,7001,46,506,Coat,XXL,Red,Wool,No,Yes,14
2020-06-01,7002,1,8,Parka,XXL,Red,Nylon,No,No,10
2020-06-01,7003,44,440,Trench Coat,XXL,Black,Cotton,Yes,Yes,14
2020-06-01,8001,43,645,Hoodie,XS,White,Cotton,No,No,12
2020-06-01,8002,49,833,Sweatshirt,XS,Green,Polyester,Yes,Yes,13
2020-06-01,9001,27,378,Blazer,M,Green,Cotton,Yes,Yes,10
2020-06-01,9002,40,280,Suit,XXS,White,Wool,Yes,No,14
2020-06-01,9003,39,234,Polo Shirt,L,Black,Cotton,No,No,9
2020-06-01,9004,22,286,Trousers,M,Yellow,Polyester,Yes,Yes,11
2020-06-02,1001,35,245,T-Shirts,L,Yellow,Cotton,No,No,7
2020-06-02,1002,9,135,Top,XL,Yellow,Polyester,No,Yes,12
2020-06-02,2001,7,35,Pants,S,White,Cotton,Yes,No,8
2020-06-02,2002,7,98,Jeans,L,White,Denim,Yes,Yes,12
2020-06-02,3001,3,30,Dress,XL,Black,Chiffon,No,Yes,13
2020-06-02,3002,16,160,Skirt,XS,Yellow,Cotton,Yes,Yes,6
2020-06-02,3003,32,640,Jumpsuit,S,Blue,Silk,No,No,5
2020-06-02,4001,21,189,Sweater,XXS,Blue,Wool,Yes,Yes,10
2020-06-02,4002,21,294,Cardigan,L,Red,Cashmere,Yes,No,14
2020-06-02,5001,6,114,Blouse,XXS,White,Silk,Yes,Yes,14
2020-06-02,5002,46,598,Jacket,XXS,Red,Leather,Yes,No,11
2020-06-02,6001,32,608,Shorts,M,White,Denim,No,Yes,11
2020-06-02,6002,35,280,Leggings,M,Yellow,Spandex,Yes,Yes,8
2020-06-02,7001,8,120,Coat,M,Red,Wool,Yes,Yes,5
2020-06-02,7002,32,192,Parka,M,Blue,Nylon,Yes,No,13
2020-06-02,7003,39,702,Trench Coat,XL,Blue,Cotton,No,No,7
2020-06-02,8001,9,126,Hoodie,M,Green,Cotton,No,Yes,7
2020-06-02,8002,45,675,Sweatshirt,L,White,Polyester,Yes,No,6
2020-06-02,9001,23,414,Blazer,S,Green,Cotton,No,Yes,6
2020-06-02,9002,7,56,Suit,L,White,Wool,Yes,Yes,14
2020-06-02,9003,41,738,Polo Shirt,XL,Green,Cotton,No,Yes,14
2020-06-02,9004,28,364,Trousers,L,Black,Polyester,No,Yes,5
2020-06-03,1001,31,558,T-Shirts,XXL,White,Cotton,No,Yes,9
2020-06-03,1002,31,217,Top,L,Yellow,Polyester,Yes,No,12
2020-06-03,2001,3,54,Pants,XXS,Green,Cotton,Yes,No,10
2020-06-03,2002,28,420,Jeans,L,White,Denim,No,No,10
2020-06-03,3001,29,232,Dress,L,Red,Chiffon,No,Yes,8
2020-06-03,3002,24,216,Skirt,XL,Red,Cotton,No,No,5
2020-06-03,3003,34,476,Jumpsuit,L,Green,Silk,No,Yes,8
2020-06-03,4001,45,360,Sweater,L,Green,Wool,Yes,Yes,5
2020-06-03,4002,29,377,Cardigan,L,Red,Cashmere,Yes,Yes,7
2020-06-03,5001,16,128,Blouse,XXL,Blue,Silk,Yes,No,8
2020-06-03,5002,29,232,Jacket,M,Green,Leather,No,Yes,12
2020-06-03,6001,34,646,Shorts,S,Yellow,Denim,No,Yes,6
2020-06-03,6002,43,688,Leggings,S,Black,Spandex,No,Yes,12
2020-06-03,7001,28,364,Coat,XXS,Blue,Wool,No,Yes,12
2020-06-03,7002,8,104,Parka,S,White,Nylon,No,No,12
2020-06-03,7003,36,360,Trench Coat,XL,White,Cotton,No,Yes,12
2020-06-03,8001,11,132,Hoodie,L,Red,Cotton,Yes,Yes,6
2020-06-03,8002,32,640,Sweatshirt,XXL,Red,Polyester,Yes,Yes,8
2020-06-03,9001,6,48,Blazer,XXS,Green,Cotton,No,No,10
2020-06-03,9002,19,380,Suit,XXL,Yellow,Wool,No,Yes,10
2020-06-03,9003,14,112,Polo Shirt,XS,Green,Cotton,Yes,Yes,12
2020-06-03,9004,45,225,Trousers,XL,Yellow,Polyester,No,Yes,9
2020-06-04,1001,23,460,T-Shirts,XL,Red,Cotton,Yes,Yes,12
2020-06-04,1002,39,273,Top,XXS,Black,Polyester,No,Yes,14
2020-06-04,2001,39,741,Pants,M,Black,Cotton,Yes,Yes,14
2020-06-04,2002,5,80,Jeans,XS,Red,Denim,Yes,No,8
2020-06-04,3001,28,280,Dress,XS,White,Chiffon,No,Yes,13
2020-06-04,3002,25,225,Skirt,XS,Green,Cotton,Yes,No,10
2020-06-04,3003,41,738,Jumpsuit,XS,Green,Silk,Yes,No,8
2020-06-04,4001,6,30,Sweater,M,White,Wool,No,Yes,11
2020-06-04,4002,5,55,Cardigan,XXS,White,Cashmere,No,Yes,12
2020-06-04,5001,22,220,Blouse,XXS,Green,Silk,Yes,No,5
2020-06-04,5002,11,143,Jacket,L,Blue,Leather,No,No,6
2020-06-04,6001,35,700,Shorts,XXS,White,Denim,Yes,No,6
2020-06-04,6002,34,408,Leggings,XS,Yellow,Spandex,No,No,13
2020-06-04,7001,43,731,Coat,L,Red,Wool,Yes,Yes,7
2020-06-04,7002,15,165,Parka,S,Green,Nylon,Yes,Yes,14
2020-06-04,7003,44,396,Trench Coat,XXS,White,Cotton,Yes,No,9
2020-06-04,8001,12,192,Hoodie,M,Black,Cotton,No,No,8
2020-06-04,8002,42,756,Sweatshirt,XL,Green,Polyester,Yes,No,9
2020-06-04,9001,11,209,Blazer,XS,Red,Cotton,Yes,Yes,13
2020-06-04,9002,49,539,Suit,L,Green,Wool,No,Yes,11
2020-06-04,9003,40,640,Polo Shirt,XXL,Green,Cotton,No,No,14
2020-06-04,9004,24,144,Trousers,L,Black,Polyester,Yes,Yes,6
2020-06-05,1001,47,658,T-Shirts,M,Red,Cotton,No,Yes,7
2020-06-05,1002,44,264,Top,XS,Black,Polyester,No,No,13
2020-06-05,2001,21,315,Pants,XXL,Red,Cotton,Yes,Yes,12
2020-06-05,2002,7,126,Jeans,XXL,Red,Denim,Yes,No,7
2020-06-05,3001,50,300,Dress,L,White,Chiffon,No,Yes,8
2020-06-05,3002,42,420,Skirt,XS,Green,Cotton,Yes,No,14
2020-06-05,3003,6,102,Jumpsuit,S,Blue,Silk,Yes,No,6
2020-06-05,4001,31,620,Sweater,XXS,Red,Wool,Yes,Yes,5
2020-06-05,4002,16,176,Cardigan,S,Green,Cashmere,No,No,13
2020-06-05,5001,50,550,Blouse,M,Yellow,Silk,No,Yes,14
2020-06-05,5002,4,52,Jacket,XL,Blue,Leather,No,No,8
2020-06-05,6001,27,540,Shorts,XXL,Blue,Denim,Yes,No,8
2020-06-05,6002,25,275,Leggings,L,Black,Spandex,No,No,9
2020-06-05,7001,19,361,Coat,XXS,White,Wool,No,Yes,13
2020-06-05,7002,16,240,Parka,XS,White,Nylon,Yes,Yes,14
2020-06-05,7003,32,416,Trench Coat,XXS,Red,Cotton,Yes,Yes,8
2020-06-05,8001,20,120,Hoodie,XS,Green,Cotton,No,No,5
2020-06-05,8002,8,136,Sweatshirt,L,White,Polyester,No,No,8
2020-06-05,9001,1,14,Blazer,XXS,White,Cotton,Yes,Yes,12
2020-06-05,9002,6,48,Suit,XXL,Black,Wool,Yes,No,6
2020-06-05,9003,42,672,Polo Shirt,M,Red,Cotton,No,Yes,14
2020-06-05,9004,16,160,Trousers,XXS,Black,Polyester,No,No,10
2020-06-06,1001,20,140,T-Shirts,XS,Blue,Cotton,No,No,11
2020-06-06,1002,15,150,Top,XS,White,Polyester,No,No,5
2020-06-06,2001,40,480,Pants,XXS,Green,Cotton,No,No,11
2020-06-06,2002,30,480,Jeans,XS,Red,Denim,Yes,No,8
2020-06-06,3001,21,210,Dress,XS,Black,Chiffon,Yes,Yes,9
2020-06-06,3002,15,165,Skirt,XS,Black,Cotton,No,Yes,8
2020-06-06,3003,21,126,Jumpsuit,XXL,Red,Silk,Yes,Yes,11
2020-06-06,4001,32,384,Sweater,XL,Blue,Wool,No,No,5
2020-06-06,4002,18,198,Cardigan,XS,Yellow,Cashmere,Yes,No,7
2020-06-06,5001,4,32,Blouse,S,Yellow,Silk,Yes,Yes,10
2020-06-06,5002,38,760,Jacket,M,Yellow,Leather,No,Yes,11
2020-06-06,6001,28,532,Shorts,XXL,Black,Denim,Yes,No,13
2020-06-06,6002,13,78,Leggings,XL,Red,Spandex,Yes,Yes,9
2020-06-06,7001,28,280,Coat,XL,Black,Wool,Yes,No,9
2020-06-06,7002,48,432,Parka,L,Green,Nylon,No,Yes,11
2020-06-06,7003,35,525,Trench Coat,M,Yellow,Cotton,Yes,No,10
2020-06-06,8001,19,323,Hoodie,M,Red,Cotton,Yes,No,14
2020-06-06,8002,46,874,Sweatshirt,L,Blue,Polyester,Yes,Yes,14
2020-06-06,9001,42,798,Blazer,XXL,Green,Cotton,No,Yes,8
2020-06-06,9002,21,147,Suit,M,Yellow,Wool,Yes,No,7
2020-06-06,9003,25,250,Polo Shirt,XL,Red,Cotton,No,Yes,9
2020-06-06,9004,1,5,Trousers,XXS,Blue,Polyester,Yes,Yes,12
2020-06-07,1001,18,180,T-Shirts,XXL,Red,Cotton,Yes,No,11
2020-06-07,1002,12,168,Top,L,Blue,Polyester,No,Yes,6
2020-06-07,2001,7,112,Pants,XS,White,Cotton,Yes,Yes,7
2020-06-07,2002,9,63,Jeans,S,Yellow,Denim,No,No,8
2020-06-07,3001,4,44,Dress,XL,White,Chiffon,No,No,6
2020-06-07,3002,25,450,Skirt,L,Black,Cotton,No,No,8
2020-06-07,3003,8,136,Jumpsuit,M,Black,Silk,No,No,7
2020-06-07,4001,35,350,Sweater,M,Yellow,Wool,No,No,10
2020-06-07,4002,20,220,Cardigan,XS,White,Cashmere,No,No,8
2020-06-07,5001,17,136,Blouse,XXS,White,Silk,Yes,No,13
2020-06-07,5002,18,288,Jacket,XXL,Black,Leather,Yes,No,14
2020-06-07,6001,1,17,Shorts,XXL,Black,Denim,No,No,11
2020-06-07,6002,27,297,Leggings,XS,Red,Spandex,Yes,No,12
2020-06-07,7001,25,275,Coat,XL,Yellow,Wool,Yes,No,14
2020-06-07,7002,42,210,Parka,XS,Red,Nylon,Yes,Yes,7
2020-06-07,7003,45,450,Trench Coat,M,Blue,Cotton,No,No,7
2020-06-07,8001,32,256,Hoodie,M,Red,Cotton,No,Yes,5
2020-06-07,8002,24,288,Sweatshirt,XS,White,Polyester,No,No,8
2020-06-07,9001,6,90,Blazer,XXS,Blue,Cotton,No,No,6
2020-06-07,9002,14,238,Suit,XS,Green,Wool,Yes,Yes,12
2020-06-07,9003,3,21,Polo Shirt,M,Red,Cotton,Yes,Yes,13
2020-06-07,9004,43,688,Trousers,XL,Blue,Polyester,Yes,Yes,9
2020-06-08,1001,2,18,T-Shirts,XS,Red,Cotton,No,No,10
2020-06-08,1002,10,200,Top,XL,Blue,Polyester,Yes,No,11
2020-06-08,2001,5,40,Pants,XS,Yellow,Cotton,No,Yes,12
2020-06-08,2002,42,588,Jeans,XL,White,Denim,No,Yes,6
2020-06-08,3001,46,552,Dress,L,Green,Chiffon,Yes,Yes,13
2020-06-08,3002,31,496,Skirt,M,Yellow,Cotton,No,No,14
2020-06-08,3003,39,585,Jumpsuit,L,White,Silk,No,No,14
2020-06-08,4001,2,18,Sweater,XXS,Red,Wool,No,No,5
2020-06-08,4002,33,462,Cardigan,XXS,Red,Cashmere,Yes,No,6
2020-06-08,5001,30,270,Blouse,L,Yellow,Silk,No,No,7
2020-06-08,5002,36,684,Jacket,M,Red,Leather,Yes,No,13
2020-06-08,6001,3,54,Shorts,M,Black,Denim,Yes,No,8
2020-06-08,6002,31,496,Leggings,L,Blue,Spandex,Yes,No,5
2020-06-08,7001,23,322,Coat,S,Black,Wool,Yes,No,8
2020-06-08,7002,30,330,Parka,XL,Yellow,Nylon,Yes,Yes,10
2020-06-08,7003,5,70,Trench Coat,S,Yellow,Cotton,Yes,No,9
2020-06-08,8001,25,475,Hoodie,XS,White,Cotton,Yes,Yes,6
2020-06-08,8002,4,40,Sweatshirt,XXS,Green,Polyester,No,No,9
2020-06-08,9001,28,252,Blazer,XXL,Yellow,Cotton,No,No,12
2020-06-08,9002,7,119,Suit,M,Green,Wool,Yes,Yes,7
2020-06-08,9003,35,175,Polo Shirt,M,White,Cotton,Yes,No,8
2020-06-08,9004,37,703,Trousers,S,White,Polyester,Yes,No,11
2020-06-09,1001,23,161,T-Shirts,XS,Black,Cotton,Yes,No,13
2020-06-09,1002,50,600,Top,L,White,Polyester,No,No,12
2020-06-09,2001,28,336,Pants,S,White,Cotton,No,No,5
2020-06-09,2002,1,12,Jeans,M,Green,Denim,Yes,No,13
2020-06-09,3001,50,250,Dress,L,Red,Chiffon,Yes,Yes,13
2020-06-09,3002,37,740,Skirt,XL,White,Cotton,No,No,12
2020-06-09,3003,15,225,Jumpsuit,L,Red,Silk,No,No,9
2020-06-09,4001,50,900,Sweater,XL,Red,Wool,Yes,Yes,6
2020-06-09,4002,44,792,Cardigan,XXS,Blue,Cashmere,No,Yes,13
2020-06-09,5001,44,660,Blouse,XXL,Blue,Silk,No,No,11
2020-06-09,5002,45,360,Jacket,XXS,Blue,Leather,Yes,Yes,9
2020-06-09,6001,21,420,Shorts,XS,Black,Denim,Yes,Yes,6
2020-06-09,6002,45,720,Leggings,XXL,Black,Spandex,No,Yes,12
2020-06-09,7001,20,360,Coat,XS,Black,Wool,No,No,9
2020-06-09,7002,46,506,Parka,XS,Yellow,Nylon,No,No,11
2020-06-09,7003,10,120,Trench Coat,M,Green,Cotton,Yes,No,12
2020-06-09,8001,36,216,Hoodie,S,Blue,Cotton,No,No,12
2020-06-09,8002,47,517,Sweatshirt,L,Black,Polyester,No,Yes,13
2020-06-09,9001,18,360,Blazer,XXS,Red,Cotton,No,No,9
2020-06-09,9002,10,60,Suit,XL,White,Wool,No,No,5
2020-06-09,9003,1,5,Polo Shirt,M,Red,Cotton,No,Yes,9
2020-06-09,9004,29,290,Trousers,S,Red,Polyester,No,Yes,12
2020-06-10,1001,2,16,T-Shirts,XL,White,Cotton,Yes,No,7
2020-06-10,1002,18,270,Top,S,White,Polyester,Yes,Yes,10
2020-06-10,2001,36,540,Pants,XXL,Red,Cotton,Yes,Yes,12
2020-06-10,2002,11,110,Jeans,L,Black,Denim,No,No,11
2020-06-10,3001,49,392,Dress,S,Red,Chiffon,Yes,Yes,9
2020-06-10,3002,30,270,Skirt,XXS,Red,Cotton,Yes,Yes,7
2020-06-10,3003,33,429,Jumpsuit,M,Yellow,Silk,No,Yes,13
2020-06-10,4001,22,286,Sweater,M,Green,Wool,Yes,No,14
2020-06-10,4002,34,476,Cardigan,S,Red,Cashmere,Yes,No,12
2020-06-10,5001,23,345,Blouse,XS,Green,Silk,Yes,No,7
2020-06-10,5002,22,132,Jacket,M,White,Leather,No,Yes,9
2020-06-10,6001,1,10,Shorts,S,Yellow,Denim,No,No,13
2020-06-10,6002,29,145,Leggings,S,Black,Spandex,Yes,Yes,10
2020-06-10,7001,1,6,Coat,XXL,Green,Wool,Yes,Yes,9
2020-06-10,7002,27,432,Parka,XS,Green,Nylon,Yes,No,11
2020-06-10,7003,18,108,Trench Coat,L,White,Cotton,Yes,Yes,14
2020-06-10,8001,46,460,Hoodie,L,Green,Cotton,No,Yes,12
2020-06-10,8002,29,493,Sweatshirt,M,Yellow,Polyester,Yes,No,12
2020-06-10,9001,4,44,Blazer,M,White,Cotton,Yes,No,8
2020-06-10,9002,24,480,Suit,XS,Blue,Wool,No,Yes,6
2020-06-10,9003,34,272,Polo Shirt,M,Yellow,Cotton,No,Yes,11
2020-06-10,9004,25,125,Trousers,XXS,Red,Polyester,No,Yes,12
2020-06-11,1001,48,960,T-Shirts,XL,Blue,Cotton,No,Yes,9
2020-06-11,1002,28,448,Top,M,Yellow,Polyester,Yes,Yes,10
2020-06-11,2001,18,126,Pants,L,Black,Cotton,Yes,Yes,8
2020-06-11,2002,32,224,Jeans,XXS,Yellow,Denim,Yes,Yes,13
2020-06-11,3001,27,405,Dress,XS,Green,Chiffon,Yes,Yes,6
2020-06-11,3002,35,315,Skirt,L,Yellow,Cotton,Yes,No,14
2020-06-11,3003,18,198,Jumpsuit,L,Red,Silk,No,No,7
2020-06-11,4001,39,429,Sweater,M,Blue,Wool,Yes,Yes,12
2020-06-11,4002,42,462,Cardigan,XXL,White,Cashmere,No,Yes,6
2020-06-11,5001,4,28,Blouse,S,Yellow,Silk,Yes,No,6
2020-06-11,5002,17,255,Jacket,L,Black,Leather,No,No,7
2020-06-11,6001,7,119,Shorts,XXS,Red,Denim,No,No,14
2020-06-11,6002,28,196,Leggings,XXL,White,Spandex,No,No,12
2020-06-11,7001,12,132,Coat,M,White,Wool,Yes,Yes,7
2020-06-11,7002,3,54,Parka,XXL,Black,Nylon,Yes,Yes,8
2020-06-11,7003,8,40,Trench Coat,XXL,Red,Cotton,Yes,No,10
2020-06-11,8001,1,12,Hoodie,XL,Green,Cotton,Yes,No,14
2020-06-11,8002,41,738,Sweatshirt,M,Green,Polyester,Yes,Yes,10
2020-06-11,9001,35,665,Blazer,XXS,Red,Cotton,Yes,Yes,11
2020-06-11,9002,14,252,Suit,XL,Black,Wool,No,No,8
2020-06-11,9003,37,296,Polo Shirt,XXL,Green,Cotton,Yes,Yes,10
2020-06-11,9004,12,240,Trousers,L,Yellow,Polyester,Yes,No,8
2020-06-12,1001,39,273,T-Shirts,S,Green,Cotton,No,No,14
2020-06-12,1002,11,88,Top,XS,Green,Polyester,Yes,No,5
2020-06-12,2001,28,560,Pants,XS,Yellow,Cotton,No,No,6
2020-06-12,2002,31,465,Jeans,S,Black,Denim,Yes,Yes,12
2020-06-12,3001,42,840,Dress,XXS,White,Chiffon,Yes,No,14
2020-06-12,3002,14,126,Skirt,L,Green,Cotton,Yes,Yes,12
2020-06-12,3003,42,588,Jumpsuit,S,Yellow,Silk,Yes,Yes,8
2020-06-12,4001,20,200,Sweater,S,Yellow,Wool,Yes,No,11
2020-06-12,4002,15,270,Cardigan,L,Green,Cashmere,No,No,10
2020-06-12,5001,41,410,Blouse,L,Green,Silk,Yes,Yes,7
2020-06-12,5002,50,300,Jacket,L,Blue,Leather,Yes,No,10
2020-06-12,6001,46,690,Shorts,XXS,Blue,Denim,No,No,10
2020-06-12,6002,46,782,Leggings,L,Yellow,Spandex,No,Yes,13
2020-06-12,7001,32,384,Coat,S,Black,Wool,No,Yes,7
2020-06-12,7002,22,440,Parka,S,Green,Nylon,Yes,Yes,6
2020-06-12,7003,11,165,Trench Coat,XS,Blue,Cotton,Yes,Yes,5
2020-06-12,8001,36,288,Hoodie,XXL,Green,Cotton,Yes,No,5
2020-06-12,8002,25,225,Sweatshirt,L,White,Polyester,No,No,5
2020-06-12,9001,1,18,Blazer,XL,Red,Cotton,Yes,Yes,14
2020-06-12,9002,50,550,Suit,XXL,Black,Wool,Yes,Yes,5
2020-06-12,9003,7,140,Polo Shirt,L,Green,Cotton,No,Yes,13
2020-06-12,9004,23,207,Trousers,L,Red,Polyester,No,Yes,12
2020-06-13,1001,48,336,T-Shirts,M,White,Cotton,No,Yes,5
2020-06-13,1002,49,735,Top,XXL,Yellow,Polyester,Yes,Yes,9
2020-06-13,2001,37,518,Pants,S,Blue,Cotton,Yes,Yes,11
2020-06-13,2002,30,570,Jeans,S,Yellow,Denim,No,No,11
2020-06-13,3001,32,480,Dress,XL,Blue,Chiffon,Yes,No,6
2020-06-13,3002,22,330,Skirt,XS,Green,Cotton,No,Yes,13
2020-06-13,3003,45,315,Jumpsuit,XL,Blue,Silk,Yes,No,10
2020-06-13,4001,42,252,Sweater,XS,Red,Wool,No,No,11
2020-06-13,4002,3,54,Cardigan,XL,Red,Cashmere,Yes,Yes,6
2020-06-13,5001,12,144,Blouse,XS,White,Silk,No,Yes,14
2020-06-13,5002,45,450,Jacket,M,Yellow,Leather,Yes,Yes,5
2020-06-13,6001,8,144,Shorts,XL,White,Denim,Yes,Yes,13
2020-06-13,6002,26,442,Leggings,M,Black,Spandex,No,Yes,9
2020-06-13,7001,30,210,Coat,L,White,Wool,No,No,11
2020-06-13,7002,27,459,Parka,XXL,Yellow,Nylon,Yes,No,5
2020-06-13,7003,45,360,Trench Coat,XXS,Green,Cotton,Yes,Yes,8
2020-06-13,8001,11,198,Hoodie,XXL,Blue,Cotton,No,No,9
2020-06-13,8002,37,185,Sweatshirt,S,White,Polyester,No,Yes,5
2020-06-13,9001,31,310,Blazer,L,Blue,Cotton,No,Yes,5
2020-06-13,9002,7,35,Suit,XXL,Yellow,Wool,No,No,9
2020-06-13,9003,40,680,Polo Shirt,S,Yellow,Cotton,Yes,No,11
2020-06-13,9004,4,40,Trousers,XL,Green,Polyester,No,No,13
2020-06-14,1001,49,735,T-Shirts,XXL,Black,Cotton,No,Yes,10
2020-06-14,1002,10,70,Top,XL,Yellow,Polyester,Yes,No,7
2020-06-14,2001,50,400,Pants,XL,Blue,Cotton,No,Yes,14
2020-06-14,2002,6,48,Jeans,XL,Yellow,Denim,No,Yes,5
2020-06-14,3001,49,392,Dress,L,Blue,Chiffon,Yes,Yes,9
2020-06-14,3002,28,560,Skirt,S,Red,Cotton,Yes,No,9
2020-06-14,3003,17,85,Jumpsuit,XS,Yellow,Silk,Yes,No,12
2020-06-14,4001,24,432,Sweater,XXS,Yellow,Wool,Yes,No,5
2020-06-14,4002,38,380,Cardigan,L,Yellow,Cashmere,No,Yes,10
2020-06-14,5001,24,264,Blouse,XS,Blue,Silk,Yes,Yes,14
2020-06-14,5002,1,13,Jacket,XL,Red,Leather,No,Yes,8
2020-06-14,6001,48,912,Shorts,XXL,Yellow,Denim,No,No,8
2020-06-14,6002,30,480,Leggings,XS,Blue,Spandex,Yes,No,5
2020-06-14,7001,11,121,Coat,L,Blue,Wool,Yes,No,9
2020-06-14,7002,46,552,Parka,L,Blue,Nylon,No,No,7
2020-06-14,7003,2,38,Trench Coat,M,Green,Cotton,Yes,Yes,5
2020-06-14,8001,2,40,Hoodie,L,Red,Cotton,Yes,Yes,14
2020-06-14,8002,47,846,Sweatshirt,XL,Red,Polyester,Yes,Yes,7
2020-06-14,9001,9,54,Blazer,M,Yellow,Cotton,No,Yes,10
2020-06-14,9002,28,280,Suit,M,Green,Wool,Yes,Yes,12
2020-06-14,9003,36,216,Polo Shirt,S,Red,Cotton,Yes,Yes,14
2020-06-14,9004,23,207,Trousers,L,Red,Polyester,No,No,12
2020-06-15,1001,16,304,T-Shirts,L,Yellow,Cotton,Yes,No,11
2020-06-15,1002,21,315,Top,M,Yellow,Polyester,No,No,5
2020-06-15,2001,11,187,Pants,XL,Black,Cotton,No,No,13
2020-06-15,2002,16,96,Jeans,XL,Yellow,Denim,No,No,7
2020-06-15,3001,13,91,Dress,S,Blue,Chiffon,Yes,No,8
2020-06-15,3002,10,100,Skirt,XL,Black,Cotton,Yes,Yes,10
2020-06-15,3003,15,285,Jumpsuit,XS,Black,Silk,No,Yes,9
2020-06-15,4001,16,80,Sweater,XL,Black,Wool,No,Yes,14
2020-06-15,4002,11,55,Cardigan,L,Black,Cashmere,No,No,6
2020-06-15,5001,11,132,Blouse,M,Green,Silk,No,Yes,11
2020-06-15,5002,33,396,Jacket,XS,Red,Leather,Yes,Yes,14
2020-06-15,6001,24,432,Shorts,XXL,Red,Denim,No,Yes,7
2020-06-15,6002,47,940,Leggings,L,Yellow,Spandex,No,No,9
2020-06-15,7001,35,315,Coat,XS,White,Wool,Yes,Yes,14
2020-06-15,7002,35,245,Parka,XL,White,Nylon,Yes,No,11
2020-06-15,7003,38,380,Trench Coat,XXS,Red,Cotton,Yes,No,8
2020-06-15,8001,10,140,Hoodie,M,Yellow,Cotton,Yes,Yes,5
2020-06-15,8002,44,220,Sweatshirt,XXL,Black,Polyester,Yes,No,13
2020-06-15,9001,5,85,Blazer,XXS,Green,Cotton,No,Yes,10
2020-06-15,9002,10,110,Suit,S,Black,Wool,No,No,14
2020-06-15,9003,48,336,Polo Shirt,XS,Blue,Cotton,Yes,No,13
2020-06-15,9004,18,216,Trousers,XXL,White,Polyester,Yes,Yes,8
2020-06-16,1001,44,836,T-Shirts,L,Red,Cotton,No,No,6
2020-06-16,1002,22,308,Top,M,White,Polyester,Yes,Yes,9
2020-06-16,2001,19,190,Pants,L,White,Cotton,No,No,14
2020-06-16,2002,17,153,Jeans,XL,Black,Denim,Yes,No,12
2020-06-16,3001,15,285,Dress,XXS,White,Chiffon,No,Yes,12
2020-06-16,3002,11,132,Skirt,S,White,Cotton,No,Yes,6
2020-06-16,3003,17,221,Jumpsuit,XS,Yellow,Silk,No,Yes,11
2020-06-16,4001,4,40,Sweater,XXL,Yellow,Wool,No,No,7
2020-06-16,4002,35,175,Cardigan,S,Blue,Cashmere,No,Yes,13
2020-06-16,5001,28,252,Blouse,S,Yellow,Silk,No,Yes,12
2020-06-16,5002,19,190,Jacket,S,White,Leather,No,No,5
2020-06-16,6001,1,9,Shorts,S,Yellow,Denim,No,Yes,10
2020-06-16,6002,4,76,Leggings,L,Red,Spandex,Yes,Yes,9
2020-06-16,7001,29,232,Coat,XXS,Blue,Wool,No,Yes,13
2020-06-16,7002,32,512,Parka,S,Black,Nylon,Yes,Yes,10
2020-06-16,7003,18,180,Trench Coat,XS,White,Cotton,No,No,9
2020-06-16,8001,8,160,Hoodie,S,Red,Cotton,Yes,No,10
2020-06-16,8002,34,408,Sweatshirt,S,Black,Polyester,No,Yes,6
2020-06-16,9001,24,144,Blazer,XXL,Black,Cotton,No,No,12
2020-06-16,9002,43,817,Suit,XXL,Red,Wool,Yes,Yes,7
2020-06-16,9003,32,448,Polo Shirt,XL,White,Cotton,Yes,Yes,8
2020-06-16,9004,10,80,Trousers,XXS,Yellow,Polyester,No,No,12
2020-06-17,1001,5,50,T-Shirts,XXL,Red,Cotton,No,No,8
2020-06-17,1002,45,540,Top,XXS,Black,Polyester,Yes,Yes,14
2020-06-17,2001,5,95,Pants,XXL,Red,Cotton,Yes,No,9
2020-06-17,2002,8,96,Jeans,M,White,Denim,Yes,Yes,5
2020-06-17,3001,32,160,Dress,XS,Red,Chiffon,No,Yes,14
2020-06-17,3002,31,186,Skirt,XS,White,Cotton,No,No,14
2020-06-17,3003,4,44,Jumpsuit,XXL,White,Silk,Yes,No,12
2020-06-17,4001,8,48,Sweater,XS,White,Wool,No,No,9
2020-06-17,4002,37,518,Cardigan,XXS,Green,Cashmere,Yes,No,13
2020-06-17,5001,40,600,Blouse,XXL,Yellow,Silk,No,Yes,6
2020-06-17,5002,15,225,Jacket,XXS,Yellow,Leather,No,No,6
2020-06-17,6001,36,288,Shorts,S,Green,Denim,Yes,Yes,7
2020-06-17,6002,34,340,Leggings,XL,Black,Spandex,No,Yes,8
2020-06-17,7001,33,528,Coat,M,Green,Wool,No,Yes,6
2020-06-17,7002,47,235,Parka,XXL,White,Nylon,Yes,No,9
2020-06-17,7003,32,448,Trench Coat,M,Yellow,Cotton,No,Yes,10
2020-06-17,8001,24,288,Hoodie,XXS,Green,Cotton,No,Yes,10
2020-06-17,8002,21,231,Sweatshirt,XL,Yellow,Polyester,No,No,9
2020-06-17,9001,31,465,Blazer,XL,Blue,Cotton,Yes,Yes,12
