Date,Product Code,Sales Quantity,Sales Revenue,Category,RAM,ROM,Model,Promo 1,Promo 2,Lead Time (days)
2020-03-26,1003,23,4370000,Huawei,8,256,P50 Ultra,Yes,Yes,5
2020-03-26,1004,41,7380000,Sony,8,128,Xperia 1,Yes,No,8
2020-03-26,1005,50,7000000,Oppo,6,128,Find x4,Yes,No,5
2020-03-26,1006,1,120000,Vivo,12,128,X80,Yes,No,6
2020-03-26,1007,31,3410000,IQOO,4,256,11,No,No,6
2020-03-26,1008,34,3740000,Xiaomi,8,64,13 Ultra,No,No,5
2020-03-26,1009,28,5320000,Realme,16,128,GT4,Yes,Yes,5
2020-03-26,2001,39,4290000,Oneplus,12,128,10 pro,Yes,No,8
2020-03-26,2002,2,100000,Poco,6,128,X4 Pro 5G,Yes,No,13
2020-03-26,2003,42,5460000,Motorola,4,128,Edge Plus,No,Yes,10
2020-03-26,2004,10,1900000,Nokia,12,128,X30 5G,No,No,7
2020-03-27,1001,34,2380000,Samsung,4,256,S23 Ultra,No,No,6
2020-03-27,1002,30,3600000,Apple,12,128,Iphone 14 Pro Max,No,No,8
2020-03-27,1003,49,8330000,Huawei,16,128,P50 Ultra,Yes,Yes,12
2020-03-27,1004,29,4640000,Sony,4,256,Xperia 1,No,No,10
2020-03-27,1005,23,3680000,Oppo,12,512,Find x4,Yes,Yes,10
2020-03-27,1006,29,2900000,Vivo,8,64,X80,No,No,13
2020-03-27,1007,25,1750000,IQOO,4,256,11,Yes,No,5
2020-03-27,1008,21,1050000,Xiaomi,8,64,13 Ultra,No,No,14
2020-03-27,1009,44,3080000,Realme,12,512,GT4,No,No,14
2020-03-27,2001,19,3800000,Oneplus,6,128,10 pro,No,Yes,9
2020-03-27,2002,50,9000000,Poco,8,512,X4 Pro 5G,Yes,Yes,13
2020-03-27,2003,32,1600000,Motorola,4,64,Edge Plus,Yes,No,11
2020-03-27,2004,27,4590000,Nokia,16,512,X30 5G,Yes,No,5
2020-03-28,1001,24,3120000,Samsung,8,512,S23 Ultra,Yes,No,8
2020-03-28,1002,41,2870000,Apple,6,256,Iphone 14 Pro Max,Yes,Yes,8
2020-03-28,1003,16,1120000,Huawei,12,256,P50 Ultra,Yes,Yes,11
2020-03-28,1004,47,8930000,Sony,16,64,Xperia 1,No,Yes,12
2020-03-28,1005,5,950000,Oppo,8,128,Find x4,No,Yes,9
2020-03-28,1006,14,2660000,Vivo,12,512,X80,No,Yes,10
2020-03-28,1007,46,7360000,IQOO,16,256,11,No,No,11
2020-03-28,1008,21,1680000,Xiaomi,8,64,13 Ultra,Yes,No,11
2020-03-28,1009,20,2800000,Realme,12,256,GT4,No,No,5
2020-03-28,2001,11,1980000,Oneplus,4,128,10 pro,No,Yes,10
2020-03-28,2002,22,1980000,Poco,4,256,X4 Pro 5G,No,No,14
2020-03-28,2003,47,8930000,Motorola,12,64,Edge Plus,No,No,6
2020-03-28,2004,15,900000,Nokia,4,64,X30 5G,Yes,Yes,10
2020-03-29,1001,28,1960000,Samsung,6,256,S23 Ultra,Yes,Yes,10
2020-03-29,1002,21,2100000,Apple,12,64,Iphone 14 Pro Max,No,No,10
2020-03-29,1003,7,1260000,Huawei,16,256,P50 Ultra,No,No,10
2020-03-29,1004,46,5980000,Sony,8,128,Xperia 1,No,Yes,7
2020-03-29,1005,32,5760000,Oppo,12,256,Find x4,No,Yes,12
2020-03-29,1006,18,1260000,Vivo,4,128,X80,No,No,6
2020-03-29,1007,21,1260000,IQOO,6,512,11,No,Yes,14
2020-03-29,1008,29,3770000,Xiaomi,6,64,13 Ultra,Yes,No,10
2020-03-29,1009,26,4940000,Realme,16,128,GT4,No,Yes,14
2020-03-29,2001,26,3900000,Oneplus,4,512,10 pro,Yes,Yes,9
2020-03-29,2002,30,3000000,Poco,4,256,X4 Pro 5G,No,Yes,11
2020-03-29,2003,36,2520000,Motorola,6,64,Edge Plus,No,Yes,11
2020-03-29,2004,16,2720000,Nokia,6,64,X30 5G,No,Yes,12
2020-03-30,1001,50,10000000,Samsung,4,64,S23 Ultra,No,Yes,14
2020-03-30,1002,28,3080000,Apple,8,512,Iphone 14 Pro Max,Yes,No,9
2020-03-30,1003,28,3080000,Huawei,12,256,P50 Ultra,No,No,13
2020-03-30,1004,33,3960000,Sony,4,128,Xperia 1,No,No,6
2020-03-30,1005,29,5510000,Oppo,8,128,Find x4,No,Yes,5
2020-03-30,1006,43,3440000,Vivo,8,64,X80,No,Yes,12
2020-03-30,1007,37,5180000,IQOO,6,512,11,Yes,No,9
2020-03-30,1008,21,3150000,Xiaomi,6,128,13 Ultra,No,Yes,12
2020-03-30,1009,30,3600000,Realme,12,512,GT4,No,Yes,7
2020-03-30,2001,39,2730000,Oneplus,6,256,10 pro,Yes,No,12
2020-03-30,2002,35,1750000,Poco,4,256,X4 Pro 5G,Yes,No,8
2020-03-30,2003,42,6720000,Motorola,12,256,Edge Plus,Yes,No,6
2020-03-30,2004,44,5720000,Nokia,6,128,X30 5G,Yes,Yes,11
2020-03-31,1001,41,7790000,Samsung,8,512,S23 Ultra,No,Yes,7
2020-03-31,1002,13,2470000,Apple,4,256,Iphone 14 Pro Max,No,Yes,13
2020-03-31,1003,32,4480000,Huawei,16,512,P50 Ultra,Yes,No,10
2020-03-31,1004,13,1430000,Sony,4,64,Xperia 1,Yes,Yes,10
2020-03-31,1005,30,3000000,Oppo,16,64,Find x4,No,No,11
2020-03-31,1006,36,1800000,Vivo,12,512,X80,No,No,5
2020-03-31,1007,29,5510000,IQOO,4,256,11,No,No,6
2020-03-31,1008,7,1050000,Xiaomi,4,64,13 Ultra,No,No,6
2020-03-31,1009,46,5520000,Realme,6,64,GT4,No,Yes,10
2020-03-31,2001,35,2800000,Oneplus,12,64,10 pro,No,Yes,10
2020-03-31,2002,22,3960000,Poco,6,512,X4 Pro 5G,Yes,No,13
2020-03-31,2003,47,7520000,Motorola,4,128,Edge Plus,No,No,7
2020-03-31,2004,23,4140000,Nokia,12,256,X30 5G,Yes,No,6
2020-04-01,1001,2,360000,Samsung,6,64,S23 Ultra,No,No,11
2020-04-01,1002,15,2100000,Apple,16,128,Iphone 14 Pro Max,No,Yes,5
2020-04-01,1003,13,1430000,Huawei,4,256,P50 Ultra,Yes,Yes,14
2020-04-01,1004,2,340000,Sony,6,64,Xperia 1,No,No,13
2020-04-01,1005,11,1430000,Oppo,16,256,Find x4,Yes,Yes,13
2020-04-01,1006,1,200000,Vivo,8,256,X80,Yes,Yes,5
2020-04-01,1007,33,1650000,IQOO,12,512,11,Yes,Yes,14
2020-04-01,1008,40,7600000,Xiaomi,4,512,13 Ultra,No,No,10
2020-04-01,1009,26,1560000,Realme,4,128,GT4,Yes,No,11
2020-04-01,2001,22,1100000,Oneplus,4,512,10 pro,Yes,No,11
2020-04-01,2002,11,1870000,Poco,16,128,X4 Pro 5G,Yes,No,11
2020-04-01,2003,1,90000,Motorola,4,64,Edge Plus,Yes,No,12
2020-04-01,2004,13,1950000,Nokia,8,256,X30 5G,No,No,10
2020-04-02,1001,19,1900000,Samsung,4,512,S23 Ultra,Yes,No,7
2020-04-02,1002,50,6500000,Apple,4,512,Iphone 14 Pro Max,No,No,9
2020-04-02,1003,39,3120000,Huawei,4,256,P50 Ultra,Yes,No,14
2020-04-02,1004,6,1080000,Sony,4,256,Xperia 1,Yes,No,10
2020-04-02,1005,8,1200000,Oppo,12,128,Find x4,Yes,Yes,9
2020-04-02,1006,26,3640000,Vivo,4,512,X80,No,No,12
2020-04-02,1007,45,8550000,IQOO,8,64,11,Yes,No,9
2020-04-02,1008,30,3300000,Xiaomi,16,128,13 Ultra,No,Yes,10
2020-04-02,1009,34,4080000,Realme,12,128,GT4,Yes,No,11
2020-04-02,2001,34,4760000,Oneplus,6,128,10 pro,Yes,Yes,11
2020-04-02,2002,5,250000,Poco,8,64,X4 Pro 5G,Yes,Yes,7
2020-04-02,2003,24,1440000,Motorola,12,256,Edge Plus,No,Yes,8
2020-04-02,2004,41,4920000,Nokia,8,64,X30 5G,No,No,9
2020-04-03,1001,49,3430000,Samsung,4,128,S23 Ultra,No,Yes,6
2020-04-03,1002,50,5000000,Apple,16,128,Iphone 14 Pro Max,Yes,No,10
2020-04-03,1003,42,5040000,Huawei,16,512,P50 Ultra,Yes,Yes,9
2020-04-03,1004,43,2150000,Sony,4,256,Xperia 1,Yes,No,7
2020-04-03,1005,3,480000,Oppo,8,256,Find x4,No,Yes,10
2020-04-03,1006,22,3080000,Vivo,12,64,X80,No,No,7
2020-04-03,1007,5,700000,IQOO,12,512,11,Yes,No,12
2020-04-03,1008,28,4760000,Xiaomi,8,256,13 Ultra,Yes,Yes,10
2020-04-03,1009,23,4600000,Realme,6,512,GT4,No,Yes,12
2020-04-03,2001,12,600000,Oneplus,8,64,10 pro,Yes,No,10
2020-04-03,2002,40,6000000,Poco,6,256,X4 Pro 5G,No,No,13
2020-04-03,2003,30,4800000,Motorola,4,256,Edge Plus,Yes,Yes,10
2020-04-03,2004,10,1400000,Nokia,16,64,X30 5G,No,No,7
2020-04-04,1001,50,5000000,Samsung,8,128,S23 Ultra,Yes,Yes,7
2020-04-04,1002,27,4050000,Apple,8,64,Iphone 14 Pro Max,Yes,No,8
2020-04-04,1003,32,3840000,Huawei,4,128,P50 Ultra,No,Yes,14
2020-04-04,1004,34,4080000,Sony,6,64,Xperia 1,Yes,Yes,7
2020-04-04,1005,25,1250000,Oppo,4,256,Find x4,Yes,Yes,14
2020-04-04,1006,19,2660000,Vivo,8,256,X80,No,Yes,9
2020-04-04,1007,10,700000,IQOO,6,128,11,Yes,Yes,5
2020-04-04,1008,19,1710000,Xiaomi,16,64,13 Ultra,Yes,Yes,11
2020-04-04,1009,3,300000,Realme,12,64,GT4,No,No,10
2020-04-04,2001,39,5070000,Oneplus,4,512,10 pro,No,No,14
2020-04-04,2002,48,5280000,Poco,12,128,X4 Pro 5G,No,No,8
2020-04-04,2003,6,1140000,Motorola,8,256,Edge Plus,Yes,No,10
2020-04-04,2004,35,4550000,Nokia,16,64,X30 5G,No,No,7
2020-04-05,1001,44,2640000,Samsung,4,256,S23 Ultra,Yes,Yes,7
2020-04-05,1002,14,2100000,Apple,8,64,Iphone 14 Pro Max,Yes,No,9
2020-04-05,1003,21,1680000,Huawei,4,512,P50 Ultra,Yes,Yes,10
2020-04-05,1004,8,720000,Sony,8,128,Xperia 1,No,Yes,10
2020-04-05,1005,36,5760000,Oppo,4,512,Find x4,No,No,10
2020-04-05,1006,16,1280000,Vivo,8,64,X80,No,No,6
2020-04-05,1007,34,6120000,IQOO,16,128,11,Yes,No,9
2020-04-05,1008,23,4600000,Xiaomi,4,128,13 Ultra,Yes,Yes,9
2020-04-05,1009,5,350000,Realme,4,256,GT4,Yes,Yes,8
2020-04-05,2001,43,7310000,Oneplus,4,512,10 pro,No,Yes,10
2020-04-05,2002,4,720000,Poco,4,64,X4 Pro 5G,Yes,Yes,7
2020-04-05,2003,36,6480000,Motorola,6,128,Edge Plus,Yes,Yes,12
2020-04-05,2004,22,3960000,Nokia,16,64,X30 5G,Yes,Yes,10
2020-04-06,1001,8,1200000,Samsung,6,128,S23 Ultra,Yes,Yes,13
2020-04-06,1002,1,140000,Apple,6,256,Iphone 14 Pro Max,No,Yes,10
2020-04-06,1003,6,660000,Huawei,6,128,P50 Ultra,No,Yes,11
2020-04-06,1004,9,720000,Sony,8,256,Xperia 1,Yes,Yes,12
2020-04-06,1005,16,1280000,Oppo,8,256,Find x4,No,Yes,10
2020-04-06,1006,24,4320000,Vivo,8,128,X80,No,Yes,11
2020-04-06,1007,25,4750000,IQOO,12,128,11,No,Yes,11
2020-04-06,1008,40,3600000,Xiaomi,16,512,13 Ultra,Yes,No,5
2020-04-06,1009,50,5500000,Realme,8,64,GT4,No,No,6
2020-04-06,2001,36,3240000,Oneplus,8,512,10 pro,Yes,No,13
2020-04-06,2002,2,120000,Poco,6,512,X4 Pro 5G,Yes,No,13
2020-04-06,2003,42,6300000,Motorola,16,64,Edge Plus,No,No,13
2020-04-06,2004,7,490000,Nokia,12,64,X30 5G,No,No,6
2020-04-07,1001,37,6290000,Samsung,6,256,S23 Ultra,Yes,No,5
2020-04-07,1002,8,1120000,Apple,6,128,Iphone 14 Pro Max,Yes,No,11
2020-04-07,1003,42,7140000,Huawei,6,128,P50 Ultra,Yes,Yes,11
2020-04-07,1004,33,2970000,Sony,6,512,Xperia 1,Yes,Yes,9
2020-04-07,1005,48,3360000,Oppo,4,64,Find x4,Yes,Yes,5
2020-04-07,1006,10,800000,Vivo,4,512,X80,Yes,No,11
2020-04-07,1007,27,4590000,IQOO,4,256,11,No,Yes,13
2020-04-07,1008,9,720000,Xiaomi,4,64,13 Ultra,No,Yes,10
2020-04-07,1009,14,2240000,Realme,4,128,GT4,Yes,No,12
2020-04-07,2001,19,1900000,Oneplus,12,512,10 pro,No,Yes,5
2020-04-07,2002,44,3960000,Poco,6,64,X4 Pro 5G,No,Yes,13
2020-04-07,2003,42,5040000,Motorola,6,64,Edge Plus,No,No,13
2020-04-07,2004,5,800000,Nokia,12,256,X30 5G,Yes,No,6
2020-04-08,1001,40,6800000,Samsung,6,64,S23 Ultra,No,No,14
2020-04-08,1002,5,950000,Apple,12,512,Iphone 14 Pro Max,No,No,8
2020-04-08,1003,20,2800000,Huawei,16,512,P50 Ultra,No,No,8
2020-04-08,1004,18,1080000,Sony,8,128,Xperia 1,No,No,11
2020-04-08,1005,27,2430000,Oppo,12,128,Find x4,Yes,Yes,12
2020-04-08,1006,38,4180000,Vivo,12,128,X80,No,No,5
2020-04-08,1007,10,1500000,IQOO,16,512,11,No,No,8
2020-04-08,1008,5,550000,Xiaomi,8,256,13 Ultra,Yes,No,9
2020-04-08,1009,21,3780000,Realme,12,128,GT4,Yes,Yes,6
2020-04-08,2001,10,900000,Oneplus,8,64,10 pro,No,Yes,10
2020-04-08,2002,5,500000,Poco,12,512,X4 Pro 5G,Yes,No,6
2020-04-08,2003,1,150000,Motorola,6,256,Edge Plus,No,Yes,14
2020-04-08,2004,47,7520000,Nokia,8,256,X30 5G,Yes,Yes,7
2020-04-09,1001,42,7560000,Samsung,8,256,S23 Ultra,Yes,No,13
2020-04-09,1002,47,5640000,Apple,16,256,Iphone 14 Pro Max,Yes,No,8
2020-04-09,1003,6,1140000,Huawei,12,512,P50 Ultra,Yes,No,5
2020-04-09,1004,13,1560000,Sony,12,64,Xperia 1,Yes,Yes,7
2020-04-09,1005,41,2050000,Oppo,12,256,Find x4,No,No,9
2020-04-09,1006,13,2340000,Vivo,8,128,X80,Yes,Yes,10
2020-04-09,1007,30,3000000,IQOO,12,256,11,No,No,12
2020-04-09,1008,27,1350000,Xiaomi,4,512,13 Ultra,Yes,No,14
2020-04-09,1009,2,360000,Realme,8,128,GT4,Yes,Yes,10
2020-04-09,2001,22,3300000,Oneplus,6,512,10 pro,Yes,No,13
2020-04-09,2002,12,1560000,Poco,4,64,X4 Pro 5G,Yes,No,9
2020-04-09,2003,12,1320000,Motorola,4,64,Edge Plus,Yes,Yes,8
2020-04-09,2004,13,1430000,Nokia,6,64,X30 5G,Yes,No,11
2020-04-10,1001,7,350000,Samsung,6,128,S23 Ultra,Yes,Yes,12
2020-04-10,1002,7,420000,Apple,16,64,Iphone 14 Pro Max,No,No,7
2020-04-10,1003,37,6290000,Huawei,8,128,P50 Ultra,Yes,No,12
2020-04-10,1004,10,1400000,Sony,4,512,Xperia 1,No,No,10
2020-04-10,1005,39,5070000,Oppo,4,128,Find x4,No,No,8
2020-04-10,1006,25,4250000,Vivo,16,256,X80,Yes,No,5
2020-04-10,1007,25,2500000,IQOO,12,512,11,No,No,14
2020-04-10,1008,14,1260000,Xiaomi,6,256,13 Ultra,No,No,8
2020-04-10,1009,41,7790000,Realme,16,256,GT4,Yes,Yes,14
2020-04-10,2001,42,2520000,Oneplus,8,512,10 pro,Yes,No,14
2020-04-10,2002,34,3060000,Poco,4,128,X4 Pro 5G,Yes,No,14
2020-04-10,2003,19,2850000,Motorola,16,512,Edge Plus,No,No,7
2020-04-10,2004,33,3300000,Nokia,16,128,X30 5G,No,No,5
2020-04-11,1001,2,340000,Samsung,12,64,S23 Ultra,No,No,9
2020-04-11,1002,10,1900000,Apple,8,256,Iphone 14 Pro Max,Yes,No,5
2020-04-11,1003,46,7820000,Huawei,16,512,P50 Ultra,Yes,No,12
2020-04-11,1004,48,5760000,Sony,12,128,Xperia 1,No,No,9
2020-04-11,1005,11,1870000,Oppo,8,256,Find x4,Yes,No,8
2020-04-11,1006,22,2860000,Vivo,4,64,X80,Yes,No,13
2020-04-11,1007,12,960000,IQOO,8,512,11,No,No,5
2020-04-11,1008,14,1960000,Xiaomi,4,64,13 Ultra,No,No,6
2020-04-11,1009,19,950000,Realme,16,64,GT4,Yes,No,7
2020-04-11,2001,10,1200000,Oneplus,8,512,10 pro,No,Yes,6
2020-04-11,2002,47,8930000,Poco,8,128,X4 Pro 5G,Yes,No,14
2020-04-11,2003,20,1800000,Motorola,6,128,Edge Plus,Yes,No,8
2020-04-11,2004,6,360000,Nokia,6,512,X30 5G,No,Yes,10
2020-04-12,1001,7,1050000,Samsung,6,256,S23 Ultra,Yes,No,9
2020-04-12,1002,4,480000,Apple,12,64,Iphone 14 Pro Max,No,Yes,13
2020-04-12,1003,50,7000000,Huawei,6,512,P50 Ultra,No,No,11
2020-04-12,1004,10,1600000,Sony,6,256,Xperia 1,No,Yes,11
2020-04-12,1005,29,2900000,Oppo,8,512,Find x4,No,No,14
2020-04-12,1006,10,500000,Vivo,8,256,X80,Yes,Yes,9
2020-04-12,1007,21,2310000,IQOO,6,128,11,No,Yes,5
2020-04-12,1008,16,1440000,Xiaomi,8,512,13 Ultra,Yes,No,11
2020-04-12,1009,35,2800000,Realme,8,128,GT4,No,No,12
2020-04-12,2001,20,1800000,Oneplus,6,512,10 pro,No,No,13
2020-04-12,2002,26,2600000,Poco,4,128,X4 Pro 5G,No,No,10
2020-04-12,2003,13,2600000,Motorola,4,256,Edge Plus,Yes,Yes,14
2020-04-12,2004,24,4560000,Nokia,16,256,X30 5G,No,Yes,6
2020-04-13,1001,21,1260000,Samsung,8,128,S23 Ultra,Yes,No,11
2020-04-13,1002,47,2820000,Apple,4,512,Iphone 14 Pro Max,No,Yes,14
2020-04-13,1003,31,2480000,Huawei,4,512,P50 Ultra,Yes,No,7
2020-04-13,1004,42,7560000,Sony,16,128,Xperia 1,No,No,13
2020-04-13,1005,26,2860000,Oppo,6,512,Find x4,Yes,Yes,11
2020-04-13,1006,43,7310000,Vivo,4,256,X80,Yes,Yes,7
2020-04-13,1007,2,320000,IQOO,12,64,11,Yes,No,8
2020-04-13,1008,9,1440000,Xiaomi,6,128,13 Ultra,Yes,No,8
2020-04-13,1009,35,5600000,Realme,6,512,GT4,Yes,Yes,11
2020-04-13,2001,49,7350000,Oneplus,4,512,10 pro,Yes,No,6
2020-04-13,2002,41,2870000,Poco,12,64,X4 Pro 5G,Yes,Yes,7
2020-04-13,2003,27,2430000,Motorola,12,512,Edge Plus,Yes,No,9
2020-04-13,2004,12,1200000,Nokia,4,128,X30 5G,Yes,Yes,14
2020-04-14,1001,39,7410000,Samsung,6,512,S23 Ultra,No,No,9
2020-04-14,1002,21,1470000,Apple,8,64,Iphone 14 Pro Max,No,Yes,12
2020-04-14,1003,36,3240000,Huawei,12,256,P50 Ultra,No,No,11
2020-04-14,1004,32,5440000,Sony,12,64,Xperia 1,Yes,No,9
2020-04-14,1005,41,5740000,Oppo,12,512,Find x4,No,No,8
2020-04-14,1006,42,2100000,Vivo,8,256,X80,No,No,5
2020-04-14,1007,32,5120000,IQOO,16,256,11,No,No,6
2020-04-14,1008,9,540000,Xiaomi,16,128,13 Ultra,Yes,No,9
2020-04-14,1009,48,3360000,Realme,16,64,GT4,Yes,Yes,14
2020-04-14,2001,49,9310000,Oneplus,4,64,10 pro,No,No,14
2020-04-14,2002,37,6290000,Poco,4,512,X4 Pro 5G,No,Yes,14
2020-04-14,2003,47,3290000,Motorola,6,128,Edge Plus,Yes,No,6
2020-04-14,2004,47,3290000,Nokia,16,256,X30 5G,Yes,No,7
2020-04-15,1001,24,1200000,Samsung,4,512,S23 Ultra,Yes,Yes,8
2020-04-15,1002,37,2590000,Apple,12,512,Iphone 14 Pro Max,No,Yes,10
2020-04-15,1003,26,4420000,Huawei,12,64,P50 Ultra,Yes,Yes,11
2020-04-15,1004,22,1320000,Sony,16,64,Xperia 1,No,Yes,11
2020-04-15,1005,44,4840000,Oppo,6,64,Find x4,Yes,No,7
2020-04-15,1006,15,2400000,Vivo,16,256,X80,Yes,Yes,8
2020-04-15,1007,24,4080000,IQOO,8,256,11,Yes,No,5
2020-04-15,1008,23,3910000,Xiaomi,16,256,13 Ultra,No,Yes,13
2020-04-15,1009,36,6840000,Realme,16,128,GT4,No,No,6
2020-04-15,2001,45,6750000,Oneplus,16,64,10 pro,No,Yes,9
2020-04-15,2002,24,3120000,Poco,16,64,X4 Pro 5G,No,No,11
2020-04-15,2003,43,5590000,Motorola,8,64,Edge Plus,No,Yes,13
2020-04-15,2004,26,2080000,Nokia,16,64,X30 5G,Yes,No,6
2020-04-16,1001,47,2350000,Samsung,8,64,S23 Ultra,No,Yes,6
2020-04-16,1002,42,5880000,Apple,16,256,Iphone 14 Pro Max,Yes,No,8
2020-04-16,1003,40,3200000,Huawei,12,128,P50 Ultra,Yes,Yes,10
2020-04-16,1004,15,1800000,Sony,8,128,Xperia 1,No,No,6
2020-04-16,1005,7,980000,Oppo,6,64,Find x4,Yes,Yes,14
2020-04-16,1006,12,2160000,Vivo,16,64,X80,Yes,Yes,14
2020-04-16,1007,50,7000000,IQOO,6,256,11,No,No,14
2020-04-16,1008,17,1020000,Xiaomi,12,256,13 Ultra,Yes,Yes,6
2020-04-16,1009,29,5220000,Realme,12,64,GT4,Yes,Yes,7
2020-04-16,2001,7,980000,Oneplus,16,256,10 pro,Yes,No,6
2020-04-16,2002,21,3780000,Poco,12,256,X4 Pro 5G,Yes,Yes,12
2020-04-16,2003,1,170000,Motorola,6,128,Edge Plus,No,No,11
2020-04-16,2004,17,1190000,Nokia,12,256,X30 5G,Yes,Yes,10
2020-04-17,1001,47,7520000,Samsung,6,512,S23 Ultra,Yes,No,6
2020-04-17,1002,5,450000,Apple,6,512,Iphone 14 Pro Max,Yes,Yes,5
2020-04-17,1003,13,1820000,Huawei,6,512,P50 Ultra,Yes,Yes,13
2020-04-17,1004,13,2080000,Sony,4,512,Xperia 1,Yes,Yes,11
2020-04-17,1005,14,2800000,Oppo,12,64,Find x4,Yes,No,9
2020-04-17,1006,37,5550000,Vivo,12,256,X80,No,Yes,12
2020-04-17,1007,28,4480000,IQOO,6,64,11,No,Yes,13
2020-04-17,1008,1,160000,Xiaomi,8,128,13 Ultra,Yes,No,7
2020-04-17,1009,36,6120000,Realme,16,64,GT4,No,No,13
2020-04-17,2001,7,700000,Oneplus,16,128,10 pro,Yes,No,9
2020-04-17,2002,34,2380000,Poco,16,256,X4 Pro 5G,No,No,14
2020-04-17,2003,37,3700000,Motorola,16,64,Edge Plus,No,No,8
2020-04-17,2004,21,2520000,Nokia,6,128,X30 5G,No,Yes,5
2020-04-18,1001,21,2100000,Samsung,6,256,S23 Ultra,Yes,Yes,11
2020-04-18,1002,27,4590000,Apple,8,64,Iphone 14 Pro Max,No,Yes,13
2020-04-18,1003,24,3360000,Huawei,4,512,P50 Ultra,No,Yes,13
2020-04-18,1004,8,1200000,Sony,12,512,Xperia 1,Yes,Yes,13
2020-04-18,1005,4,200000,Oppo,4,256,Find x4,Yes,Yes,14
2020-04-18,1006,2,340000,Vivo,8,64,X80,No,No,12
2020-04-18,1007,13,1950000,IQOO,6,64,11,No,Yes,5
2020-04-18,1008,41,4100000,Xiaomi,16,512,13 Ultra,No,Yes,8
2020-04-18,1009,24,4560000,Realme,12,128,GT4,No,Yes,10
2020-04-18,2001,24,4560000,Oneplus,8,512,10 pro,No,Yes,8
2020-04-18,2002,49,4900000,Poco,8,64,X4 Pro 5G,No,Yes,14
2020-04-18,2003,2,340000,Motorola,6,64,Edge Plus,No,No,11
2020-04-18,2004,30,5700000,Nokia,6,128,X30 5G,No,Yes,9
2020-04-19,1001,14,1960000,Samsung,16,256,S23 Ultra,No,No,7
2020-04-19,1002,27,2430000,Apple,6,64,Iphone 14 Pro Max,No,Yes,10
2020-04-19,1003,6,1080000,Huawei,6,128,P50 Ultra,Yes,Yes,13
2020-04-19,1004,3,210000,Sony,4,64,Xperia 1,Yes,No,7
2020-04-19,1005,47,4230000,Oppo,12,256,Find x4,No,Yes,12
2020-04-19,1006,26,4160000,Vivo,8,64,X80,No,Yes,9
2020-04-19,1007,18,2700000,IQOO,6,64,11,Yes,Yes,11
2020-04-19,1008,28,3640000,Xiaomi,12,64,13 Ultra,No,No,5
2020-04-19,1009,36,2880000,Realme,8,128,GT4,No,Yes,10
2020-04-19,2001,30,4500000,Oneplus,12,512,10 pro,No,No,11
2020-04-19,2002,50,4000000,Poco,8,64,X4 Pro 5G,Yes,Yes,5
2020-04-19,2003,10,1000000,Motorola,16,64,Edge Plus,No,Yes,7
2020-04-19,2004,8,1520000,Nokia,6,256,X30 5G,Yes,Yes,9
2020-04-20,1001,46,3680000,Samsung,6,128,S23 Ultra,Yes,No,14
2020-04-20,1002,35,4550000,Apple,6,128,Iphone 14 Pro Max,No,Yes,10
2020-04-20,1003,16,1600000,Huawei,4,512,P50 Ultra,No,No,5
2020-04-20,1004,27,1620000,Sony,4,64,Xperia 1,No,Yes,8
2020-04-20,1005,38,5320000,Oppo,12,64,Find x4,No,Yes,6
2020-04-20,1006,10,2000000,Vivo,8,128,X80,No,Yes,6
2020-04-20,1007,39,7020000,IQOO,4,512,11,No,No,11
2020-04-20,1008,7,630000,Xiaomi,16,512,13 Ultra,No,No,11
2020-04-20,1009,25,4250000,Realme,4,64,GT4,No,Yes,9
2020-04-20,2001,15,1200000,Oneplus,16,256,10 pro,No,Yes,14
2020-04-20,2002,29,3480000,Poco,6,128,X4 Pro 5G,Yes,Yes,5
2020-04-20,2003,8,1040000,Motorola,12,512,Edge Plus,Yes,No,10
2020-04-20,2004,20,3200000,Nokia,6,512,X30 5G,No,Yes,9
2020-04-21,1001,28,1400000,Samsung,4,256,S23 Ultra,Yes,No,8
2020-04-21,1002,23,4140000,Apple,6,512,Iphone 14 Pro Max,Yes,Yes,13
2020-04-21,1003,15,2100000,Huawei,16,64,P50 Ultra,Yes,Yes,13
2020-04-21,1004,47,8930000,Sony,16,512,Xperia 1,Yes,No,11
2020-04-21,1005,48,8160000,Oppo,12,512,Find x4,Yes,No,11
2020-04-21,1006,19,950000,Vivo,6,128,X80,Yes,Yes,8
2020-04-21,1007,41,2460000,IQOO,8,512,11,Yes,No,13
2020-04-21,1008,29,5220000,Xiaomi,8,256,13 Ultra,Yes,Yes,7
2020-04-21,1009,12,1440000,Realme,16,64,GT4,Yes,Yes,13
2020-04-21,2001,2,100000,Oneplus,12,128,10 pro,No,Yes,7
2020-04-21,2002,48,4800000,Poco,6,256,X4 Pro 5G,Yes,No,9
2020-04-21,2003,47,6110000,Motorola,6,128,Edge Plus,No,No,10
2020-04-21,2004,22,2420000,Nokia,4,64,X30 5G,No,No,11
2020-04-22,1001,17,1190000,Samsung,4,64,S23 Ultra,No,Yes,8
2020-04-22,1002,47,3760000,Apple,8,512,Iphone 14 Pro Max,No,No,8
2020-04-22,1003,39,7800000,Huawei,4,256,P50 Ultra,No,Yes,8
2020-04-22,1004,27,5130000,Sony,8,256,Xperia 1,No,Yes,9
2020-04-22,1005,37,5180000,Oppo,12,128,Find x4,No,No,14
2020-04-22,1006,34,3740000,Vivo,6,128,X80,No,No,6
